Entity1,Gender of Entity1,Entity2,Relation,Entity1 Position,Entity2 Position,Sentence
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The demands presented by the magnates were accepted by the monarch.In 1308 , Rodrigo Yáñez , Master of the Knights Templar in the Kingdom of Castile , surrender to María de Molina the fortresses of the Order in the Kingdom , but the Dowager Queen did n't agree to take them without the consent of her son , which the latter granted ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","However , the Master did n't deliver the castles to the Dowager Queen , but offered them to the Infante Philip of Castile , brother of Ferdinand IV , to give them to him , with the condition that he asked the King in his name that he could attend the demands of the Templars to the prelates of his Kingdom.In the Cortes de Burgos in 1308 were also present , besides the King , the Dowager Queen , John of Castile , the Infante Peter of Castile , Juan Manuel of Villena and most of the ricoshombres and magnates ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 17 ] John of Castile filed suit with Infante Philip of Castile for the possession of the Templar castles of Ponferrada , Alcañices , San Pedro de Latarce and Haro , of which he had appropriated , and which he was forced to hand over to the King , while the Master of the Knights Templar was committed to deliver to Ferdinand IV the castles that still had in his power.In March 1306 Ferdinand IV had requested to meet with James II of Aragon , and from that moment the ambassadors of the Kingdoms of Castile and Aragon tried to set a date for the meeting between the two sovereigns , that had to be postponed several times due to the existing internal conflicts in both Kingdoms ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The clauses of the Treaty of Alcalá de Henares , signed on 19 December 1308 , had their origins in the meetings held by the Kings of Castile and Aragon in the Monastery of Santa María de Huerta and in Monreal de Ariza in December 1308 ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The idea of re-launching the struggle against the Kingdom of Granada was enthusiastically received by both sovereigns , who had the support of King Abu al-Rabi Sulayman of Morocco , who was at war against Sultan Muhammed III of Granada.After the meetings held between the two sovereigns , Ferdinand IV met in the town of Almazán with his mother and both agreed to clean up the area between Almazán and Atienza from criminals and destroy the fortresses that served them as a refuge , work which was made by Infante Philip of Castile , brother of Ferdinand IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Immediately after , the King went to Alcalá de Henares.On 19 December 1308 , in Alcala de Henares , Ferdinand IV and the Aragonese ambassadors Bernaldo de Sarriá and Gonzalo García signed the Treaty of Alcalá de Henares ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","It was approved with the consent of both parties that the troops of the Kingdom of Castile and León would attack the cities of Algeciras and Gibraltar , while the troops of the Kingdom of Aragon would conquer the city of Almería.Ferdinand IV promised to give up one-sixth of the Kingdom of Granada to the Aragonese king , and granted him the Kingdom of Almería in its entirety as advance , except for the cities of Bedmar , Locubin , Alcaudete , Quesada , and Arenas , who previously belonged to the Kingdom of Castile and León ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Ferdinand IV established that if the situation occurred that the Kingdom of Almería did n't correspond to the sixth part of the Kingdom of Granada , the Archbishop of Toledo ( on the part of Castile ) and the Bishop of Valencia ( on the part of the Aragon ) would be the ones in charge to solve the possible deficiencies of the calculation ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The granting to the kingdom of Aragon of such a large part of the Kingdom of Granada caused that John of Castile and Juan Manuel of Villena protested against the ratification of the Treaty , although their protests had no consequences.The entry into force of the clauses of the Alcalá de Henares treaty meant a significant expansion of the future boundaries of the Kingdom of Aragon , which reached a higher limit than those foreseen in the Treaties of Cazola and Almizra , in which future areas of expansion of the Kingdoms of Castile and Aragon would be previously established ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In addition , Ferdinand IV gave his consent for James II of Aragon to negotiate an alliance with the King of Morocco , in order to combat the Kingdom of Granada.After the signing of the Treaty of Alcalá de Henares , the Kings of Castile and Aragon sent ambassadors to the Court of Avignon , in order to request Pope Clement V to grant the condition of Crusade to the fight against the Muslims in the south of the Iberian Peninsula , and to grant the necessary dispensation for the marriage between Eleanor of Castile and James of Aragon , to which the Pope acceded , because such necessary dispensation was granted before the arrival of the ambassadors to Avignon ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In these Cortes were present King Ferdinand IV and his wife Queen Constance , Dowager Queen María de Molina , Infantes Peter and Philip , John of Castile , Juan Manuel of Villena , Juan Núñez II de Lara , Diego López V de Haro , Alfonso Téllez de Molina ( maternal uncle of the King ) , the Archbishop of Toledo , the Masters of the Military Orders of Santiago and Calatrava , representatives of cities and councils , and other nobles and prelates ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The Cortes approved the concession of five services , destined to pay the soldiers of the ricoshombres and hidalgos.Numerous magnates of the Kingdom , headed by John of Castile and Juan Manuel of Villena , opposed to the project of taking the city of Algeciras , preferring to carry out a campaign of plunder and devastation in Vega de Granada ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In addition , John of Castile was resentful to the King because of the latter 's refusal to hand him the municipality of Ponferrada , and Juan Manuel of Villena , although he wished to wage war against the Kingdom of Granada from his lands in Murcia , was forced by Ferdinand IV to participate together with his troops at the siege of Algeciras.At that time , the Master of the Order of Calatrava made a raid on the border and obtained considerable booty , and on 13 March 1309 the Bishop of Cartagena , with the approval of the cathedral chapter of Cartagena , seized the city and of the castle of Lubrín , that later would be donated to him by Ferdinand IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","After the Cortes of Madrid , the King went to Toledo , where he waited for his troops to join him , while leaving his mother María de Molina in charge of the Kingdom 's government , entrusting her with the custody of the royal seals.In the campaign participated John of Castile , Juan Manuel of Villena , Diego López V de Haro , Juan Núñez II de Lara , Alonso Pérez de Guzmán , Fernán Ruiz de Saldaña , and other Castilian magnates and ricoshombres ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","For its part , King Denis of Portugal , father-in-law of Ferdinand IV , sent a contingent of 700 knights under the command of Martín Gil de Sousa , and James II of Aragon contributed to the expedition against Algeciras with 10 galleys ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Pope Clement V , by the bull `` Prioribus , decanis '' issued on 29 April 1309 in the city of Avignon , granted Ferdinand IV a tenth of all the ecclesiastical revenues of his Kingdoms for three years , in order to contribute to the maintenance of the war against the Kingdom of Granada.From the city of Toledo , Ferdinand IV went to Córdoba , where the emissaries of James II of Aragon announced that he was ready to begin the siege of Almería ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","After this , John of Castile returned to the King the towns of Paredes de Nava , Cabreros , Medina de Rioseco , Castronuño and Mansilla ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","At the same time as Ferdinand IV ordered to abandon the siege of Algeciras , James II of Aragon ordered the siege of Almería to be lifted , without having managed to seize the city.On the whole , the campaign of the year 1309 proved more profitable for the arms of the Kingdom of Castile and León than for the Kingdom of Aragon , since Ferdinand IV was able to incorporate Gibraltar into their dominions ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 20 ] In 1310 , after the siege of Algeciras , Ferdinand IV sent Juan Núñez II de Lara to confer with Pope Clement V , to implore him not to permit the process against his predecessor Pope Boniface VIII , who had legitimized the marriage of the parents of Ferdinand IV in 1301 , thereby legitimizing the Castilian King himself ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Juan Núñez II de Lara was to inform the Pope about the causes that had motivated the lifting of the siege of Algeciras , and also had to petitioned , on behalf of Ferdinand IV , funds for the continuation of the war against the Kingdom of Granada ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Pope Clement V tried to soften the animosity that King Philip IV of France felt towards the late Pope Boniface VIII , condemn the behavior of John of Castile and Juan Manuel of Villena during the siege of Algeciras , granted the Castilian monarch the tithes collected In his domains for a year , and sent various letters to the prelates of the Kingdom of Castile and León in which they were ordered to severely reprimand those who did n't collaborate with Ferdinand IV in the enterprise of the Reconquista.In the meanwhile , Ferdinand IV undertook again the war against the Kingdom of Granada ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","However , Juan Núñez II de Lara , in spite of his hatred for John of Castile , realized that the King did n't do it out of affection for him , and that if he helped Ferdinand IV to get rid of John of Castile , this would mean his own ruin.Ferdinand IV arrived in Burgos in January 1311 , and after the marriage of his sister , he planned to assassinate John of Castile , as a revenge for his desertion during the siege of Algeciras and , at the same time , to subdue the nobility , who again rebelled against the royal authority ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Ferdinand IV , accompanied by his brother Infante Peter , Lope Díaz de Haro , and by the troops of the council of Burgos persecuted John of Castile and his supporters , who took refuge in the city of Saldaña.The King then deprived John of Castile of his title of Adelantado Mayor ( who was granted to Juan Núñez II de Lara ) and ordened the confiscation of lands and lordships that he had given to him and his sons Alfonso de Valencia and Juan The one-eyed , and the same luck was suffered by Sancho of Castile , cousin of Ferdinand IV and supporter of John of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","At the same time , Juan Manuel of Villena reconciled with the monarch and asked him to grant him the position of First Majordomo ; Ferdinand IV , who wished that Juan Manuel would break his friendship with John of Castile , stripped Infante Peter of the position of First Majordomo and gave it to Juan Manuel of Villena , and in as a compensation for the loss of the title the King gave his brother the cities of Almazán and Berlanga de Duero , which he had previously promised to him.At the beginning of February 1311 , and although he had reconciled with Ferdinand IV , Juan Manuel of Villena left the city of Burgos and went to Peñafiel , reuniting shortly afterwards with John of Castile in Dueñas ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The supporters and vassals of John of Castile , fearing the wrath of the King , prepared to defend him , among them Sancho of Castile and Juan Alfonso de Haro ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In view of the situation , Ferdinand IV , who did n't want an open revolt of the supporters of John of Castile , in addition to wanting to dedicate himself exclusively to the war against the Kingdom of Granada , sent his mother to confer with John of Castile , his children , and supporters in Villamuriel de Cerrato ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Shortly afterwards , Ferdinand IV met with John of Castile in the municipality of Grijota , and both ratified the previous agreement orchestrated by the Dowager Queen in Villamuriel de Cerrato.On 20 March 1311 , during an assembly of prelates in the city of Palencia , Ferdinand IV confirmed and granted new privileges to the churches and prelates of his Kingdoms , and responded to their demands ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","While the King was in Toro , the Queen gave birth in Salamanca on 13 August 1311 to a son , the future Alfonso XI of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The newborn heir of ther Castilian throne was baptized in the Old Cathedral of Salamanca , and despite the King 's wishes to entrust the guardianship of his son to his mother the Dowager Queen , the will of Queen Constance prevailed , who wanted ( with the support of Juan Núñez II de Lara and Lope Díaz de Haro ) , that the custody of her son should be entrusted to the Infante Peter.In the fall of 1311 a conspiracy arose which sought the overthrow of Ferdinand IV in favor of his brother Infante Peter ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","However , the project failed due to the contundent refusal of the Dowager Queen.In mid-1311 , John of Castile and the principal magnates of the Kingdom threatened Ferdinand IV by ceasing to serve him , if the monarch did n't satisfy their requests ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","John of Castile and his followers demanded that the King replace his advisers and privates for John of Castile himself , the Dowager Queen , Infante Peter , Juan Manuel of Villena , Juan Núñez II de Lara and the Bishops of Astorga , Zamora , Orense and Palencia ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Juan Manuel of Villena remained loyal to Ferdinand IV , because on 15 October the King had given him all the royal pechos ( tributes ) and rights of Valdemoro and Rabrido , except for the moneda forera of both places and the martiniega ( another tribute ) de Rabrido , which had been granted to Alfonso de la Cerda.With the desire to achieve peace in order to continue with the Reconquista , Ferdinand IV agreed to sign the Concord of Palencia on 28 October 1311 with John of Castile and the rest of the magnates , and whose clauses were ratified in the Cortes of Valladolid in 1312 ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The King ceded to John of Castile the municipality of Ponferrada , with the condition that he did n't establish any type of alliance with Juan Núñez II de Lara , although he did n't fulfill his word before eight days of the signing of the Concord.In December 1311 Ferdinand IV meet in Calatayud with James II of Aragon ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 21 ] At the same time , Ferdinand IV gave to James II his eldest daughter , the Infanta Eleanor of Castille , to be raised in the Aragonese court until she had the proper age to marry the Infante James of Aragon , firstborn son and heir of James II.In the meeting of Calatayud of 1311 it was also agreed to resume the war against the Kingdom of Granada , but it was decided that each Kingdom should do it separately , while James II promised to mediate between Ferdinand IV and his father-in-law in the conflict that both maintained about the possession of some cities of which Denis of Portugal had taken over during Ferdinand IV 's minority ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In the Cortes of Valladolid in 1312 , the last of the reign of Ferdinand IV , funds were raised to maintain the army to be used in the next campaign against the Kingdom of Granada , were reorganized the administration of justice , the territorial administration and the local administration , thus showing the King 's desire to make profound reforms in all areas of administration , while attempting to strengthen the royal authority against the nobility ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The Cortes approved the concession of five services and one moneda forera , for the payment of the soldiers of the King 's vassals , except for Juan Núñez II de Lara , who had become the vassal of King Denis of Portugal.As early as October 1311 , Ferdinand IV had requested a loan from King Edward II of England , in order to continue the war against the Kingdom of Granada , although the English sovereign refused to grant it , arguing that he had many expenses due to his war against Scotland ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In July 1312 , Ferdinand IV pledge the Templar castles of Burguillos del Cerro and Alconchel for 3,600 marks to King Denis of Portugal , which he needed to continue the war against the Kingdom of Granada ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","In 1312 Sancho of Castile , Lord of Ledesma first-cousin of Ferdinand IV died ; immediately the King went to Ledesma , that acted as a capital of the dominions of his cousin , and incorporated the dominions to the royal patrimony , after it had been proved that the deceased had no legitimate children ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Ferdinand IV then went to Salamanca , and deprived his cousin Alfonso de la Cerda ( who had rebelled again against him ) of the municipalities of Béjar and Alba de Tormes.On 13 July 1312 , the King arrived in Toledo , after leaving the Infante Alfonso , heir to the throne , in the city of Ávila , and went to the province of Jaén , where his brother Infante Peter of Castile was besieging the town of Alcaudete ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The King , after a short stay in the city of Jaén , went to the town of Martos , where he ordered the execution of the Carvajal brothers , accused of having murdered Juan Alonso de Benavides , private of Ferdinand IV , in Palencia ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The Chronicle of Ferdinand IV states that before dying , the brothers summoned the King to appear before the Court of God within thirty days ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 22 ] After his stay in Martos , the King went to Alcaudete , where he awaited John of Castile , that should be united with his troops to the siege of the locality ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Sick of gravity , Ferdinand IV left the siege of Alcaudete and went to the city of Jaén at the end of August 1312.On 5 September 1312 , the garrison of Alcaudete was surrendered after three months of siege , and the Infante Peter went to the city of Jaén , where his brother the King was waiting for him ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Ferdinand IV died aged 26 , and when he died he left an only 1-year-old son , who would reign as Alfonso XI of Castile.The Chronicle of Fernando IV , written around 1340 , almost thirty years after the death of the king , describes the death of the Castilian-Leonese monarch in Chapter XVIII of the work , and the Carvajal brothers , thirty days Before that of Ferdinand IV , although it does not specify how the latter died : [ 24 ] The King left Jaén , and went to Martos , and being and ordered to kill two knights who were in his house , because they were blamed for the death of a knight who was say they killed when the King was in Palencia , after leaving the house of the King one night , namedh Juan Alonso de Benavides ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","They were dead , and the next day was the King with his army in Alcaudete , and every day he waited for the infante John of Castile , according to what was expectred from him ... It is the King being in this siege of Alcaudete , took a very great ailment in such a way that he came to Jaén with the disease , and ate meat every day , and drank wine ... And the day Thursday , seven days of September , the eve of Sancta Maria , the King went to bed , and a little after half a day they found him dead in hs bed , so that no one saw him die ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 25 ] The historian Diego Rodríguez de Almela , in his work Valerio de las historias escolásticas y de los hechos de España , which was written around the year 1472 , related as follows the death of the monarch : [ 26 ] King Ferdinand IV of Castile , who took Gibraltar , was in Martos , and were acussed before him two knights , called the one Pedro Carbajal and the other Juan Alfonso de Carbajal , his brother , who both belonged to his court , that a night , while the King was in Palencia , they killed a knight named Gómez de Benavides , loved very much by the King , giving many indications and presumptions because it seemed that they had been killed him ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","King Ferdinand , using rigorous justice , made the two brothers arrest , and thrown from top of the Rock of Martos ; before they were thrown out they said that God was their witness and knew the truth that they were not guilty in that death , and that the King ordered them to be kill without reason , that he was summoned from that day that they died in thirty days that he should appear with them in judgment before God ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","The knights were killed , and King Ferdinand came to Jaén ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","This King did not have the way that suited the execution of justice , and therefore ended as it.Martín Ximena Jurado , a historian and chronicler of the 17th century in his work Catálogo de los Obispos de las Iglesias Catedrales de Jaén y Anales eclesiásticos de este Obispado , described the Royal Church of Santa Marta in the city of Martos , where the remains of the Carvajal brothers , executed by order of Ferdinand IV , are buried ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","While describing the grave of the two brothers , he provided some information on the death of the monarch : [ 27 ] And more below it ( it refers to the side chapel of the high altar on the side of the Epistle of the Royal Church of Santa Marta de Martos ) you see on the wall a very small , humble arch near the ground and on it the next inscription , which manifests itself to be the Burial of the two knights Carvajal brothers , who were killed in the Rock of that village by order of the king Ferdinand the Fourth , who called the Summoned , because he was dead within the term that these knights pointed out to him , quoting it for the Divine Tribunal for the injustice that is said to them ( Here is transcribed the inscription placed on the tombstone of the Carvajal brothers ) : Year 1310 by order of the King Ferdinand IV of Castile were demolished from this Rock brothers Pedro and Ivan Alfonso de Carvajal , knights of Calatrava , and buried in this place ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Don Luís de Godoy , and the licenciado Quintanilla , knights and visitors of this Party , had this memory renewed in the year of 1595.Juan de Mariana , writer and historian of the 17th century , described the conviction and execution of the Carvajal brothers in the city of Martos , and for the first time established the possible relationship between the legend of the emplacement before the Court of God of Ferdinand IV , and the emplacements suffered by Pope Clement V and King Philip IV of France , both in 1314 , two years after the death of the Castilian sovereign ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]",That is why among the Kings of Castile was named Ferdinand the Summoned .
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","Such was the fame that ran , if true if false , it is not known , but it is believed to be false : in what happened to King Ferdinand no one doubts ... Historian and archaeologist Francisco Simón y Nieto , in his book Una página del reinado de Fernando IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 29 ] In September 1312 , shortly after his death , the mortal remains of Ferdinand IV were transferred to the city of Córdoba , and on 13 September they were buried in a chapel of the Mosque–Cathedral of Córdoba , although his corpse should have been buried in the Toledo Cathedral next to his father Sancho IV or in Seville Cathedral with his paternal grandfather Alfonso X and his paternal great-grandfather Ferdinand III.However , due to the high temperatures that occurred in September 1312 , Queen Constance of Portugal , widow of Ferdinand IV , and the Infante Peter of Castile , brother of the late King , decided the burial of the mortal remains Of Fernando IV in the Mosque–Cathedral of Córdoba ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","[ 30 ] In 1371 , the mortal remains of Ferdinand IV and those of his son Alfonso XI were deposited in the Royal Chapel of the Mosque–Cathedral of Córdoba , whose construction had ended that same year.In 1728 , Pope Benedict XIII issued a bull for which the Royal Chapel of the Mosque–Cathedral of Córdoba was attached to the Church of Saint Hippolytus of Córdoba , and that same year , after several requests on the part of the canons of Saint Hippolytus , who had requested Philip V to have the remains of Ferdinand IV and Alfonso XI transferred to his Collegiate Church , the King authorized the transfer of the remains of the two monarchs.In 1729 works for the completion of the Church of Saint Hippolytus were begun , which were terminated in 1736 , and on the night of 8 August 1736 , with all honors , the mortal remains of Ferdinand IV and Alfonso XI were transferred to the Royal Collegiate Church of Saint Hippolytus , where they rest since then ."
Ferdinand IV of Castile,Male,King,hypernym,"[31, 33]","[62, 66]","On the roofs of both sepulchres are placed pillows on which are deposited a crown and a scepter , symbols of royalty.In Valladolid on 23 January 1302 , Ferdinand IV married with Constance , daughter of King Denis of Portugal ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","Ferdinand IV of Castile ( 6 December 1285 – 7 September 1312 ) called the Summoned ( el Emplazado ) , was a King of Castile and León from 1295 until his death.During his minority , his upbringing and the custody of his person were entrusted to his mother , Queen María de Molina , while his tutorship was entrusted to the Infante Henry of Castile the Senator , son of King Fernando III of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","At that time , and also for the rest of his reign , his mother tried to placate the nobility , confronted her son 's enemies , and repeatedly prevented Ferdinand IV from being dethroned.He had to face the insubordination of the nobility , led at numerous times by his uncle , the Infante John of Castile , Lord of Valencia de Campos and by Juan Núñez II de Lara , who were supported in some occasions by Juan Manuel , Prince of Villena and grandson of the King Ferdinand III.Like his predecessors on the throne , Ferdinand IV continued the Reconquista and , although he failed to conquer Algeciras in 1309 , he captured the city of Gibraltar that same year , and in 1312 the city of Alcaudete was also conquered ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","He died in Jaén on 7 September 1312 aged 26 , and his mortal remains are now in the Royal Collegiate Church of Saint Hippolytus.Ferdinand was born in the city of Seville on 6 December 1285 as the second child and eldest son of King Sancho IV of Castile and his wife María de Molina ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","Fernán Pérez Ponce de León and his wife , Urraca Gutiérrez de Meneses , had a significant influence on Ferdinand 's character , and he would show them , as a King , a profound gratitude ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","In the agreement signed by Sancho IV and King Denis of Portugal in September 1291 , was established the betrothal between Ferdinand and the Infanta Constance , daughter of the Portuguese sovereign ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","The death of Sancho IV a year later put an end to the negotiations with the French court.King Sancho IV of Castile died in the city of Toledo on 25 April 1295 , leaving his eldest son Ferdinand as heir of the throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","To this were added the problems with Aragon , Portugal and France , who tried to take advantage of the political instability that suffered the Kingdom of Castile in their own benefit ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","At the same time , Diego López V de Haro , Lord of Biscay , Nuño González de Lara , and Juan Núñez II de Lara , among many others nobles , sowed confusion and anarchy in the kingdom.In the Cortes of Valladolid in 1295 , Henry of Castile the Senator was appointed guardian of the King , but the Dowager Queen María de Molina got ( thanks to the support of the cities with votes in the Cortes ) that the custody of her son was entrusted to her ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","He later passed to the Kingdom of Portugal , where he pressed King Denis of Portugal to declare war to Castile and , at the same time , to support his claims to the Castilian throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","[ 4 ] In the summer of 1295 , when the Cortes of Valladolid were finished , the Dowager Queen and Henry of Castile met in Ciudad Rodrigo with King Denis of Portugal , to whom they delivered several localities located near the Portuguese border ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","In the meeting of Ciudad Rodrigo was renewed the betrothal between Ferdinand IV and Constance of Portugal , daughter of King Denis , and in addition Infanta Beatrice of Castile , younger sister of Fernando IV , would marry Afonso , heir to the Portuguese throne ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","[ 5 ] Shortly after , King James II of Aragon returned the Infanta Isabella of Castile to the Castilian court without having married her , and declared the war to the Kingdom of Castile.At the beginning of 1296 , John of Castile rebelled against Ferdinand IV and took Astudillo , Paredes de Nava and Dueñas , while his son Alfonso of Valencia seized Mansilla ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","In April 1296 Alfonso de la Cerda invaded the Kingdom of Castile accompanied by Aragonese troops , and went to the city of León , where John of Castile was proclaimed King of León , Seville and Galicia ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","Immediately afterwards , John of Castile accompanied Alfonso de la Cerda to Sahagún , where he was proclaimed King of Castile , Toledo , Córdoba , Murcia and Jaén ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","Shortly after being crowned Alfonso de la Cerda and John of Castile , both surrounded the Valladolid municipality of Mayorga , while Henry of Castile parted to the Kingdom of Granada to arrange the peace between the Sultan Muhammed II al-Faqih and Ferdinand IV , since the Granadian troops attacked in those moments in all Andalusia the lands of the King , that were defended , among others , by Alonso Pérez de Guzmán ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","[ 6 ] While John of Castile and Juan Núñez II de Lara waited for the arrival of the King of Portugal with his troops to join them in the siege of the city of Valladolid , where the Dowager Queen María de Molina and Ferdinand IV took refuge , the Aragonese monarch attacked Murcia and Soria , and King Denis of Portugal attacked along the line of Douro river , while Diego López V de Haro sowed disorder in his Lordship of Biscay.When Henry of Castile , who was conferring with the Sultan of Granada , learned that the Aragonese and the Portuguese had left the Kingdom of Castile , and that the Dowager Queen was besieging Paredes de Nava , he decided to return to Castile , fearing that he would be deprived from his position of guardian of Ferdinand IV ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","Shortly before the signing of the Treaty of Alcañices , Juan Núñez II de Lara , who supported Alfonso de la Cerda and John of Castile , was besieged in Ampudia , although he managed to escaped from the siege.In 1296 the Dowager Queen María de Molina had threatened the Portuguese monarch with breaking the agreements of the previous year if his attacks on the Castilian territory persisted , before which King Denis of Portugal agreed to return with his troops to his domains.Through the Treaty of Alcañices were fixed , among other points , the borders between Castile and Portugal , which received a series of fortresses and towns in exchange for breaking their agreements with James II of Aragon , Alfonso de la Cerda , John of Castile and Juan Núñez II de Lara ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","On the other hand , the Portuguese monarch brought an army of 300 knights , placed under the orders of João Afonso de Albuquerque , to help María de Molina in her fight against John of Castile who until that moment had received the support of the King Denis of Portugal.In addition , it was stipulated in the treaty that the towns and localities of Campo Maior , Olivenza , Ouguela and San Felices de los Gallegos would be surrendered to Denis de Portugal as compensation for the loss by Portugal during the reign of Afonso III of a series of towns that were taken from him by Alfonso X of Castile ."
Ferdinand IV of Castile,Male,King,hypernym,"[104, 114]","[142, 146]","The treaty was ratified not only by the two monarchs of both kingdoms , but also by several representatives of the nobiliary and ecclesiastical arms of both kingdoms , as well as by the Brotherhood of the councils of Castile and by its equivalent of the Kingdom of León ."
