age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
52,Private,110748,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
40,Private,126701,9th,5,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K
39,Private,314007,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,40,United-States,<=50K
50,Private,279337,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
34,State-gov,318982,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,40,United-States,>50K
36,Private,186212,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
51,Private,259363,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
52,Private,138944,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
65,Private,118779,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
64,Federal-gov,86837,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
61,Private,172037,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,282722,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,50,United-States,>50K
55,?,52267,Masters,14,Married-civ-spouse,?,Husband,White,Male,0,0,18,United-States,<=50K
47,State-gov,216414,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
23,Private,107452,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
47,Self-emp-not-inc,177457,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
39,Private,225605,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,24,United-States,<=50K
45,Self-emp-inc,188330,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K
31,Private,208881,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
51,Local-gov,116286,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
34,Private,209449,Some-college,10,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,>50K
31,Private,201122,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
64,Private,114994,Some-college,10,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
62,?,181014,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,386019,9th,5,Never-married,Farming-fishing,Unmarried,White,Male,0,0,70,United-States,<=50K
19,Private,38619,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,66,United-States,<=50K
46,Private,186172,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,40,United-States,>50K
51,Self-emp-not-inc,171924,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
43,Private,184099,Assoc-acdm,12,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,216867,10th,6,Never-married,Other-service,Other-relative,White,Male,0,0,30,Mexico,<=50K
48,Private,166929,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,?,>50K
29,Private,210464,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,185251,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
50,Local-gov,183390,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
67,Self-emp-not-inc,286372,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
61,Private,176839,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,>50K
27,Private,36851,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,41,United-States,<=50K
30,Private,209103,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,<=50K
31,Private,60229,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
44,Local-gov,208528,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
45,State-gov,90803,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
43,Federal-gov,197069,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Philippines,>50K
43,Private,269015,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Germany,>50K
40,Private,566537,Preschool,1,Married-civ-spouse,Other-service,Husband,White,Male,0,1672,40,Mexico,<=50K
32,State-gov,127651,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
71,Private,77253,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,17,United-States,<=50K
32,Local-gov,118457,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
47,Private,233511,Masters,14,Divorced,Sales,Not-in-family,White,Male,27828,0,60,United-States,>50K
22,?,77873,9th,5,Never-married,?,Not-in-family,White,Male,0,0,30,United-States,<=50K
29,Private,120359,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
36,Private,217077,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,137444,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
70,Self-emp-inc,232871,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
46,Private,271828,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
28,Private,204600,HS-grad,9,Separated,Protective-serv,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Private,131568,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
59,Federal-gov,178660,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,170769,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,184105,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,4386,0,40,United-States,>50K
58,Federal-gov,208640,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
31,Private,253354,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
30,Private,208043,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
36,Private,228157,Some-college,10,Never-married,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Laos,<=50K
45,Self-emp-inc,120131,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
62,Private,29828,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,191027,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,Self-emp-inc,119471,7th-8th,4,Never-married,Craft-repair,Not-in-family,Other,Male,0,0,40,?,<=50K
65,Self-emp-inc,178771,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
39,Local-gov,187127,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,344916,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,174308,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
37,Self-emp-not-inc,29054,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,84,United-States,<=50K
43,Private,235556,Some-college,10,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,45,Mexico,<=50K
18,Private,198616,12th,8,Never-married,Craft-repair,Own-child,White,Male,594,0,20,United-States,<=50K
50,Private,200960,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,114059,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
37,Private,321943,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,207352,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
32,Private,53373,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K
31,Self-emp-not-inc,44503,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Federal-gov,161463,Some-college,10,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K
22,Private,251073,9th,5,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
28,Private,215955,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,40,United-States,>50K
41,Self-emp-inc,93227,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1977,60,Taiwan,>50K
30,Private,158688,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,236731,7th-8th,4,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Puerto-Rico,<=50K
34,Private,260560,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,476558,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
52,Private,256861,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,140854,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
28,Private,373698,12th,8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,?,<=50K
44,Private,173981,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,43711,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K
54,Self-emp-not-inc,269068,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,50,Philippines,>50K
40,Private,187376,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
20,Private,279763,11th,7,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,25,United-States,<=50K
21,Private,243368,Preschool,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K
24,Private,165054,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,218782,10th,6,Never-married,Handlers-cleaners,Other-relative,Other,Male,0,0,40,United-States,<=50K
53,Private,274528,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
50,Private,310774,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,<=50K
43,Private,84661,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,163455,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,55,United-States,>50K
43,Self-emp-inc,260960,Bachelors,13,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,35,United-States,<=50K
25,Private,321205,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,4101,0,35,United-States,<=50K
48,Self-emp-not-inc,296066,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K
70,Private,282642,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,>50K
47,Self-emp-not-inc,355978,Doctorate,16,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,45,United-States,<=50K
36,Private,99872,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,India,<=50K
25,Private,305472,Assoc-acdm,12,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,48,United-States,<=50K
20,Private,117222,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,50,United-States,<=50K
50,Self-emp-inc,167793,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
25,State-gov,257064,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,38,United-States,<=50K
27,Private,302406,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
37,Private,387430,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,37,United-States,<=50K
35,Private,61518,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,<=50K
32,State-gov,443546,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,63437,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Ireland,<=50K
65,Private,213477,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,28,United-States,<=50K
37,Private,66686,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
34,Self-emp-inc,23778,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
60,Private,187124,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
61,Private,423297,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Private,222450,11th,7,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
29,Private,77760,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K
42,Federal-gov,294431,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
46,Self-emp-inc,276934,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
28,Private,95725,Assoc-voc,11,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,45,United-States,<=50K
39,Private,147258,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,171355,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
33,Self-emp-not-inc,520078,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,0,0,60,United-States,<=50K
43,Private,307767,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
36,Self-emp-not-inc,118429,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
25,State-gov,152503,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Male,0,0,40,United-States,<=50K
29,Private,457402,5th-6th,3,Never-married,Other-service,Not-in-family,White,Male,0,0,25,Mexico,<=50K
38,Private,407068,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,75,Mexico,<=50K
25,Private,149943,HS-grad,9,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,4101,0,60,?,<=50K
45,Private,120724,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,40,United-States,<=50K
60,Self-emp-not-inc,88055,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
50,Private,146429,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
54,Self-emp-inc,172175,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
27,Private,115831,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,202729,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
29,Private,233421,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,45,United-States,<=50K
90,Self-emp-not-inc,282095,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
33,Private,119033,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
61,Self-emp-not-inc,163174,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
37,Private,758700,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3781,0,50,Mexico,<=50K
25,Private,130302,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,105694,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,42,United-States,<=50K
58,Private,94429,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
37,Private,204145,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
49,Private,175622,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,160910,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
47,State-gov,123219,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
24,Private,306460,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,40,United-States,<=50K
59,Private,91384,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
18,Private,181712,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,12,United-States,<=50K
56,State-gov,274111,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,1669,40,United-States,<=50K
32,Private,231263,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
56,Private,133025,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
67,Self-emp-inc,106175,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,75,United-States,>50K
20,Private,105244,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K
25,Private,108317,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
42,Private,266084,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,>50K
57,Private,201991,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,119793,Some-college,10,Never-married,Sales,Other-relative,White,Male,0,0,50,United-States,<=50K
20,Private,219835,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,30,?,<=50K
21,Private,156807,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,<=50K
36,State-gov,183735,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
27,Private,81540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
23,Private,169104,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,25,United-States,<=50K
19,Private,439779,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K
30,Private,227359,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
29,Private,413297,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3411,0,70,Mexico,<=50K
47,State-gov,167281,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
80,Private,252466,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,<=50K
61,Private,97128,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
26,Self-emp-not-inc,34307,Assoc-voc,11,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
38,Private,223004,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
55,Private,193374,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
41,Private,215479,HS-grad,9,Separated,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
52,Private,102828,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,>50K
40,Self-emp-not-inc,179533,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,United-States,>50K
31,Private,148607,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Private,284329,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,>50K
27,Private,40295,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,99,United-States,<=50K
48,State-gov,120131,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,8614,0,40,United-States,>50K
36,Private,370767,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,<=50K
47,Local-gov,29819,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,1977,50,United-States,>50K
46,Self-emp-not-inc,182541,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,1672,50,United-States,<=50K
23,Private,217961,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K
26,Private,304283,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
33,Local-gov,182971,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1887,40,United-States,>50K
25,Private,391192,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,24,United-States,<=50K
62,?,94931,Assoc-voc,11,Married-civ-spouse,?,Husband,White,Male,3411,0,40,United-States,<=50K
42,Private,190403,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,60,Canada,<=50K
27,Private,44767,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
27,Private,335764,11th,7,Married-civ-spouse,Sales,Own-child,Black,Male,0,0,35,United-States,<=50K
36,Private,99374,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,295589,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K
53,Private,374588,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,60,United-States,<=50K
66,Private,151227,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
47,Private,204692,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,238980,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
56,State-gov,110257,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,211497,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
42,Local-gov,248476,Some-college,10,Divorced,Transport-moving,Not-in-family,White,Male,0,0,65,United-States,>50K
34,Local-gov,177675,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,50,United-States,>50K
45,Private,155489,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
42,Private,222884,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,55,United-States,>50K
32,Private,154087,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,37913,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Italy,>50K
65,?,273569,HS-grad,9,Widowed,?,Unmarried,White,Male,0,0,40,United-States,<=50K
46,Private,364548,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,8614,0,40,United-States,>50K
51,Local-gov,420917,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
35,Private,166606,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,170772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,191385,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,<=50K
38,Private,245090,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Nicaragua,<=50K
36,Self-emp-inc,216711,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,?,>50K
35,Federal-gov,250504,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,60,United-States,>50K
35,Private,23621,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,70,United-States,<=50K
25,Private,98155,Some-college,10,Never-married,Transport-moving,Unmarried,White,Male,0,0,40,United-States,<=50K
43,Private,118536,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,<=50K
66,Private,28367,Bachelors,13,Married-civ-spouse,Priv-house-serv,Other-relative,White,Male,0,0,99,United-States,<=50K
18,Private,260801,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,<=50K
55,Private,208451,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
43,Private,145762,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,142519,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
33,State-gov,200289,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,19,India,<=50K
33,Private,336061,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
32,Private,130304,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1485,48,United-States,<=50K
38,Private,358682,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,189186,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,111415,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,55,Germany,<=50K
28,Private,181916,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,100321,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
36,Self-emp-not-inc,409189,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
66,?,168071,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,<=50K
64,?,146272,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3411,0,15,United-States,<=50K
