age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
21,student,single,primary,no,1596,no,no,cellular,26,aug,115,1,93,2,failure,no
29,admin.,single,secondary,no,390,yes,no,unknown,5,may,137,1,-1,0,unknown,no
36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
38,blue-collar,single,secondary,no,0,no,no,unknown,12,oct,8,1,-1,0,unknown,no
27,admin.,single,tertiary,no,144,yes,no,cellular,15,may,95,1,-1,0,unknown,no
27,management,single,tertiary,no,828,no,no,cellular,30,apr,243,1,-1,0,unknown,no
26,housemaid,single,secondary,no,93,no,no,cellular,11,jul,255,3,-1,0,unknown,no
32,management,single,tertiary,no,1345,yes,no,unknown,12,may,289,3,-1,0,unknown,no
38,technician,single,secondary,no,2990,yes,no,unknown,2,jun,612,2,-1,0,unknown,no
34,admin.,single,secondary,no,4447,yes,no,cellular,10,mar,75,2,-1,0,unknown,no
27,student,single,tertiary,no,24,yes,no,cellular,2,feb,344,2,-1,0,unknown,no
31,technician,single,secondary,no,3701,no,no,cellular,18,aug,709,3,-1,0,unknown,no
30,self-employed,single,tertiary,no,76,no,yes,cellular,23,jul,100,2,-1,0,unknown,no
32,student,single,unknown,no,2321,no,no,cellular,30,mar,167,2,-1,0,unknown,no
34,technician,single,secondary,no,1076,no,no,cellular,8,aug,70,2,-1,0,unknown,no
35,management,single,secondary,no,73,yes,no,unknown,28,may,79,2,-1,0,unknown,no
36,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown,no
45,management,single,tertiary,no,871,no,no,cellular,17,jul,230,5,-1,0,unknown,no
41,technician,single,secondary,no,169,yes,no,cellular,12,may,116,2,-1,0,unknown,no
33,technician,single,secondary,no,3499,yes,no,cellular,11,may,143,3,356,1,other,no
40,services,single,secondary,no,224,yes,no,cellular,17,apr,875,2,-1,0,unknown,yes
33,unemployed,single,tertiary,no,1974,no,no,cellular,14,aug,498,2,191,1,failure,yes
33,services,single,secondary,no,1038,no,yes,unknown,3,jul,108,1,-1,0,unknown,no
26,services,single,secondary,no,8206,yes,no,unknown,13,may,213,2,-1,0,unknown,no
34,technician,single,secondary,no,27,no,no,cellular,12,aug,256,9,-1,0,unknown,no
26,technician,single,secondary,no,0,no,yes,cellular,30,jul,65,26,-1,0,unknown,no
40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes
27,admin.,single,secondary,no,424,no,no,cellular,5,feb,248,4,189,13,other,no
31,blue-collar,single,secondary,no,6982,yes,no,unknown,21,may,353,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,17891,yes,no,unknown,3,jun,239,1,-1,0,unknown,no
32,admin.,single,secondary,no,184,yes,no,unknown,8,may,230,4,-1,0,unknown,no
31,management,single,tertiary,no,1441,no,no,cellular,17,aug,156,1,-1,0,unknown,no
30,admin.,single,tertiary,no,253,yes,no,unknown,23,may,146,4,-1,0,unknown,no
36,management,single,tertiary,no,3850,yes,no,cellular,4,may,8,4,-1,0,unknown,no
36,admin.,single,secondary,no,115,no,no,cellular,2,feb,225,1,-1,0,unknown,no
32,admin.,single,tertiary,no,725,no,no,cellular,27,aug,53,4,-1,0,unknown,no
29,student,single,tertiary,no,246,no,no,cellular,3,feb,269,1,-1,0,unknown,no
32,admin.,single,secondary,no,1291,yes,no,cellular,23,jul,110,2,-1,0,unknown,no
40,technician,single,secondary,no,374,yes,yes,cellular,11,may,274,1,-1,0,unknown,no
32,management,single,tertiary,no,27,yes,no,cellular,18,nov,261,1,-1,0,unknown,no
32,admin.,single,secondary,no,5,yes,no,unknown,12,may,593,2,-1,0,unknown,no
33,blue-collar,single,secondary,no,498,no,no,cellular,30,apr,301,1,-1,0,unknown,yes
34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no
44,unknown,single,secondary,no,2023,no,no,cellular,30,jul,67,21,-1,0,unknown,no
34,technician,single,tertiary,no,0,yes,no,cellular,17,apr,158,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,-199,no,no,cellular,22,jul,78,10,-1,0,unknown,no
29,management,single,tertiary,no,841,no,no,cellular,5,feb,217,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure,no
43,technician,single,secondary,no,59,yes,no,unknown,11,jun,107,19,-1,0,unknown,no
30,student,single,unknown,no,145,no,no,cellular,5,feb,96,3,175,1,failure,no
23,student,single,secondary,no,318,yes,no,unknown,9,may,545,2,-1,0,unknown,no
31,unemployed,single,secondary,no,2066,no,yes,cellular,21,aug,162,2,-1,0,unknown,no
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,-1,0,unknown,yes
34,services,single,primary,no,3648,yes,no,cellular,5,feb,288,1,-1,0,unknown,no
45,unemployed,single,primary,no,2249,yes,no,cellular,9,feb,247,5,-1,0,unknown,no
27,management,single,tertiary,no,12956,yes,no,unknown,29,may,789,3,-1,0,unknown,yes
29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure,no
35,technician,single,tertiary,no,275,yes,no,cellular,6,may,157,3,254,5,failure,no
55,unemployed,single,tertiary,no,1513,yes,no,unknown,8,may,60,1,-1,0,unknown,no
36,unknown,single,primary,no,3415,no,no,telephone,10,jul,150,10,-1,0,unknown,no
31,technician,single,secondary,no,1188,yes,no,cellular,19,nov,82,1,-1,0,unknown,no
31,management,single,tertiary,no,6542,yes,no,cellular,21,nov,71,3,192,2,other,no
27,blue-collar,single,secondary,yes,-717,yes,yes,cellular,7,may,202,2,349,1,other,no
29,admin.,single,secondary,no,1117,yes,no,unknown,8,may,77,2,-1,0,unknown,no
36,management,single,tertiary,no,4543,yes,no,unknown,2,jun,252,5,-1,0,unknown,no
32,technician,single,tertiary,no,388,yes,no,cellular,22,aug,119,2,-1,0,unknown,no
39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,931,4,-1,0,unknown,yes
34,technician,single,secondary,no,268,yes,no,cellular,8,may,248,1,343,9,failure,no
33,technician,single,tertiary,no,617,yes,no,cellular,16,apr,282,2,259,4,other,no
26,blue-collar,single,secondary,no,2007,no,no,cellular,13,oct,194,1,92,5,success,yes
48,admin.,single,secondary,no,-58,no,no,unknown,17,jun,123,1,-1,0,unknown,no
36,services,single,secondary,no,774,yes,no,unknown,20,may,140,1,-1,0,unknown,no
26,self-employed,single,tertiary,no,25,no,no,cellular,28,jan,158,1,-1,0,unknown,no
42,admin.,single,secondary,no,336,yes,no,unknown,4,jun,46,2,-1,0,unknown,no
31,blue-collar,single,secondary,no,228,no,no,cellular,6,aug,744,1,88,4,other,yes
32,admin.,single,tertiary,no,3816,yes,no,cellular,21,nov,53,3,-1,0,unknown,no
38,technician,single,secondary,no,227,no,no,cellular,13,aug,95,4,-1,0,unknown,no
30,management,single,tertiary,no,1675,no,no,cellular,4,sep,181,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,1,-1,0,unknown,yes
31,blue-collar,single,secondary,no,-64,no,no,cellular,21,jul,37,1,-1,0,unknown,no
31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,unknown,no
48,technician,single,secondary,no,329,no,no,cellular,23,jul,711,1,-1,0,unknown,no
28,student,single,secondary,no,1925,no,no,cellular,20,aug,147,1,90,1,failure,no
33,management,single,tertiary,no,0,no,no,unknown,3,jun,30,1,-1,0,unknown,no
27,services,single,tertiary,yes,-152,yes,yes,cellular,15,may,14,4,-1,0,unknown,no
42,blue-collar,single,primary,no,156,yes,no,telephone,15,may,7,4,371,5,failure,no
25,technician,single,secondary,no,2704,yes,no,unknown,6,jun,63,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,4751,no,no,cellular,3,feb,231,3,-1,0,unknown,no
35,blue-collar,single,primary,no,49,yes,no,unknown,21,may,234,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,158,yes,yes,cellular,16,jul,231,2,-1,0,unknown,no
32,management,single,tertiary,no,11797,yes,no,cellular,11,aug,95,2,-1,0,unknown,no
44,unemployed,single,primary,yes,-4,no,yes,cellular,30,jul,788,2,-1,0,unknown,yes
35,blue-collar,single,secondary,no,-37,yes,yes,unknown,2,jun,276,2,-1,0,unknown,no
29,services,single,secondary,no,2559,no,no,cellular,4,feb,214,2,-1,0,unknown,no
41,unknown,single,unknown,no,942,no,no,cellular,22,apr,219,1,-1,0,unknown,yes
40,management,single,tertiary,no,402,yes,no,unknown,30,may,243,3,-1,0,unknown,no
60,retired,single,secondary,no,74,yes,no,telephone,28,jul,29,8,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,25,aug,11,16,-1,0,unknown,no
39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
34,services,single,primary,no,654,no,no,unknown,3,jun,604,14,-1,0,unknown,no
25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,yes
38,self-employed,single,secondary,no,677,yes,no,cellular,14,may,114,2,-1,0,unknown,no
57,services,single,primary,no,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,no
30,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,-1,0,unknown,no
23,services,single,secondary,no,-39,yes,yes,unknown,9,may,142,2,-1,0,unknown,no
37,blue-collar,single,secondary,no,7622,yes,yes,telephone,6,may,111,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,336,yes,no,cellular,5,may,500,1,-1,0,unknown,no
32,admin.,single,secondary,no,540,yes,no,cellular,21,nov,379,2,-1,0,unknown,no
49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,-1,0,unknown,no
32,technician,single,secondary,no,109,no,no,cellular,27,aug,101,3,-1,0,unknown,no
33,technician,single,secondary,no,1769,yes,no,cellular,18,nov,273,1,182,1,failure,no
28,management,single,tertiary,no,1287,yes,no,cellular,26,feb,65,1,-1,0,unknown,yes
28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,274,1,-1,0,unknown,no
37,management,single,secondary,no,655,no,yes,cellular,4,feb,258,6,-1,0,unknown,no
26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,yes
29,management,single,tertiary,no,572,no,no,cellular,16,dec,314,1,195,1,success,yes
31,services,single,tertiary,no,461,no,no,cellular,20,nov,145,1,-1,0,unknown,no
37,management,single,tertiary,no,1743,yes,no,cellular,18,nov,192,1,113,2,failure,no
43,admin.,single,secondary,no,243,yes,no,cellular,17,apr,31,3,338,5,failure,no
59,management,single,tertiary,no,911,no,yes,unknown,5,jun,172,2,-1,0,unknown,no
31,services,single,secondary,no,2251,yes,yes,cellular,17,jul,134,1,-1,0,unknown,no
18,student,single,primary,no,608,no,no,cellular,12,aug,267,1,-1,0,unknown,yes
26,blue-collar,single,primary,no,619,yes,yes,cellular,14,may,720,1,352,1,failure,no
34,technician,single,secondary,no,705,yes,yes,unknown,19,may,1203,3,-1,0,unknown,no
29,unknown,single,secondary,no,1502,no,no,cellular,28,jan,59,1,-1,0,unknown,no
26,technician,single,secondary,no,44,no,no,cellular,30,oct,217,1,-1,0,unknown,yes
34,admin.,single,secondary,no,2677,yes,no,cellular,20,nov,259,1,-1,0,unknown,no
26,technician,single,secondary,no,223,no,yes,cellular,21,jul,1002,3,-1,0,unknown,yes
45,admin.,single,secondary,no,341,yes,yes,cellular,5,may,77,2,-1,0,unknown,no
39,entrepreneur,single,tertiary,no,1837,no,no,cellular,29,jan,199,1,-1,0,unknown,no
23,admin.,single,tertiary,no,230,no,no,cellular,5,jun,264,1,-1,0,unknown,no
51,admin.,single,tertiary,no,394,no,no,telephone,28,jan,968,2,-1,0,unknown,yes
39,services,single,secondary,no,1163,yes,no,cellular,7,may,432,3,363,2,other,no
66,admin.,single,secondary,no,10177,no,no,cellular,5,may,272,4,-1,0,unknown,no
44,self-employed,single,secondary,no,125,yes,no,telephone,17,apr,109,3,-1,0,unknown,no
38,management,single,tertiary,no,1602,yes,no,unknown,3,jun,215,3,-1,0,unknown,no
38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,failure,yes
30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
31,management,single,tertiary,no,3981,yes,no,cellular,18,jul,286,1,-1,0,unknown,no
28,unemployed,single,tertiary,no,497,yes,no,cellular,24,jul,1602,6,-1,0,unknown,yes
27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,3,-1,0,unknown,yes
30,management,single,tertiary,no,364,no,no,cellular,30,apr,306,2,-1,0,unknown,yes
34,technician,single,secondary,no,302,yes,no,unknown,14,may,282,1,-1,0,unknown,no
33,management,single,secondary,no,1615,yes,no,cellular,14,may,178,8,174,3,failure,no
30,services,single,tertiary,no,3516,yes,no,unknown,29,may,447,4,-1,0,unknown,no
42,unknown,single,primary,no,2398,yes,no,cellular,3,feb,144,2,271,2,failure,no
30,services,single,secondary,no,1846,yes,no,cellular,19,nov,87,2,-1,0,unknown,no
35,technician,single,secondary,no,1001,no,yes,cellular,24,jul,178,2,-1,0,unknown,no
30,blue-collar,single,secondary,no,8950,yes,no,cellular,18,may,11,4,355,1,other,no
51,services,single,secondary,no,513,yes,no,cellular,29,jul,331,2,-1,0,unknown,no
26,management,single,tertiary,yes,-130,yes,no,cellular,18,may,216,1,-1,0,unknown,no
31,management,single,tertiary,no,0,no,no,cellular,19,aug,133,2,-1,0,unknown,no
30,technician,single,tertiary,no,799,yes,yes,unknown,6,jun,91,18,-1,0,unknown,no
24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,67,2,failure,no
27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,111,5,-1,0,unknown,no
28,housemaid,single,secondary,no,1,yes,no,cellular,12,may,395,2,-1,0,unknown,no
29,unemployed,single,secondary,no,12,yes,no,cellular,29,jan,298,3,-1,0,unknown,no
38,blue-collar,single,primary,yes,-129,yes,no,cellular,24,jul,138,2,-1,0,unknown,no
36,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,unknown,no
30,management,single,tertiary,no,440,yes,no,cellular,11,sep,129,2,-1,0,unknown,no
31,management,single,tertiary,no,4509,yes,no,unknown,12,may,207,3,-1,0,unknown,no
44,technician,single,tertiary,no,678,no,no,cellular,3,feb,111,1,124,2,other,no
31,management,single,tertiary,no,241,yes,no,cellular,24,jul,241,3,-1,0,unknown,no
32,services,single,secondary,no,228,yes,no,unknown,20,may,257,1,-1,0,unknown,no
31,blue-collar,single,secondary,yes,-9,yes,yes,unknown,11,jun,115,16,-1,0,unknown,no
31,admin.,single,secondary,no,190,no,no,cellular,30,apr,514,1,-1,0,unknown,yes
30,blue-collar,single,primary,no,459,yes,no,cellular,17,apr,439,1,-1,0,unknown,no
32,management,single,tertiary,no,146,no,no,cellular,19,aug,162,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,384,yes,no,cellular,18,may,16,1,364,2,other,no
29,blue-collar,single,secondary,no,180,no,no,cellular,12,jan,350,2,-1,0,unknown,no
43,entrepreneur,single,unknown,no,323,no,no,cellular,28,jan,159,1,226,1,success,no
35,services,single,secondary,no,-437,yes,no,unknown,3,jun,43,5,-1,0,unknown,no
30,services,single,secondary,no,9,no,yes,cellular,29,jan,194,2,205,2,failure,no
32,management,single,tertiary,no,-252,yes,no,cellular,15,may,250,1,-1,0,unknown,no
29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,no
44,admin.,single,secondary,no,-101,yes,no,cellular,10,jul,99,1,-1,0,unknown,no
39,management,single,tertiary,no,763,no,no,cellular,22,feb,543,1,189,1,failure,yes
31,technician,single,secondary,no,863,yes,no,cellular,25,may,166,3,111,6,failure,no
29,technician,single,secondary,no,382,no,no,cellular,27,aug,64,3,202,3,other,no
25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,no
34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
49,entrepreneur,single,secondary,no,259,no,no,cellular,13,may,149,1,-1,0,unknown,no
20,blue-collar,single,secondary,no,423,yes,no,cellular,16,apr,498,1,-1,0,unknown,yes
38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,no
30,services,single,secondary,no,419,yes,no,cellular,12,may,300,3,-1,0,unknown,no
44,technician,single,primary,no,148,no,no,unknown,19,jun,311,2,-1,0,unknown,no
30,management,single,tertiary,no,212,yes,no,cellular,20,nov,370,2,-1,0,unknown,no
36,management,single,tertiary,no,13315,no,no,cellular,28,jul,43,8,-1,0,unknown,no
39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,no
29,services,single,secondary,no,814,no,no,unknown,6,jan,54,1,-1,0,unknown,no
31,management,single,tertiary,no,-205,yes,no,unknown,3,jun,56,12,-1,0,unknown,no
21,student,single,secondary,no,123,no,no,telephone,11,nov,513,1,91,1,success,yes
32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,4,-1,0,unknown,no
37,blue-collar,single,secondary,no,3344,yes,no,unknown,26,may,85,5,-1,0,unknown,no
41,unemployed,single,tertiary,no,7968,no,no,cellular,2,sep,404,1,184,4,success,yes
33,unknown,single,secondary,no,1522,no,yes,cellular,19,nov,966,1,-1,0,unknown,no
25,blue-collar,single,primary,no,116,yes,no,unknown,9,jun,253,4,-1,0,unknown,no
34,services,single,secondary,no,15,no,no,cellular,31,aug,104,1,-1,0,unknown,no
30,services,single,secondary,no,268,no,no,unknown,24,jul,86,1,-1,0,unknown,no
33,technician,single,tertiary,no,196,yes,no,cellular,12,may,183,5,-1,0,unknown,no
23,management,single,tertiary,no,1004,yes,no,cellular,30,mar,114,2,-1,0,unknown,no
31,admin.,single,tertiary,no,0,yes,yes,unknown,23,may,181,1,-1,0,unknown,no
30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,-1,0,unknown,no
39,blue-collar,single,primary,no,561,yes,no,cellular,17,apr,88,1,-1,0,unknown,no
19,student,single,primary,no,56,no,no,cellular,12,aug,246,1,-1,0,unknown,no
31,services,single,secondary,no,605,yes,no,unknown,28,may,222,1,-1,0,unknown,no
29,self-employed,single,tertiary,no,415,no,no,cellular,29,jan,122,1,-1,0,unknown,no
34,admin.,single,secondary,no,407,no,no,cellular,29,jan,407,1,-1,0,unknown,no
31,technician,single,tertiary,no,244,no,no,cellular,25,aug,170,4,-1,0,unknown,no
31,services,single,secondary,no,1629,yes,no,unknown,19,may,344,2,-1,0,unknown,no
31,management,single,tertiary,no,933,yes,no,cellular,9,jul,134,1,-1,0,unknown,no
25,blue-collar,single,secondary,no,381,yes,no,cellular,15,may,951,1,-1,0,unknown,no
33,blue-collar,single,primary,no,279,yes,no,unknown,15,may,113,1,-1,0,unknown,no
36,technician,single,unknown,no,0,yes,no,unknown,29,may,148,1,-1,0,unknown,no
32,housemaid,single,tertiary,no,23663,yes,no,cellular,21,nov,103,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,1688,yes,no,telephone,7,jul,41,4,-1,0,unknown,no
53,services,single,secondary,no,4778,yes,no,cellular,14,may,83,1,-1,0,unknown,no
36,services,single,secondary,no,99,no,no,unknown,17,jun,256,9,-1,0,unknown,no
30,admin.,single,secondary,no,3528,no,no,cellular,4,aug,250,1,92,2,failure,yes
37,management,single,tertiary,no,0,no,no,cellular,20,oct,107,1,258,3,other,no
29,admin.,single,secondary,no,171,yes,no,unknown,11,jun,83,10,-1,0,unknown,no
24,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,no
36,management,single,secondary,no,1511,yes,no,cellular,16,nov,270,1,-1,0,unknown,yes
41,unemployed,single,secondary,no,315,yes,no,telephone,14,may,28,5,-1,0,unknown,no
35,technician,single,tertiary,no,0,no,no,cellular,11,aug,176,3,-1,0,unknown,no
33,management,single,tertiary,no,59,yes,no,cellular,8,aug,215,4,-1,0,unknown,no
22,student,single,unknown,no,410,no,no,cellular,16,nov,365,1,-1,0,unknown,no
27,student,single,unknown,no,468,no,no,cellular,4,feb,270,2,-1,0,unknown,no
29,blue-collar,single,secondary,no,1296,yes,yes,cellular,29,jan,275,1,240,1,other,no
30,technician,single,tertiary,no,1922,yes,no,cellular,18,may,546,1,-1,0,unknown,no
48,housemaid,single,primary,no,46,no,no,cellular,3,aug,113,2,180,1,failure,yes
27,admin.,single,secondary,no,416,no,no,unknown,17,aug,8,1,-1,0,unknown,no
50,services,single,secondary,no,1205,yes,no,unknown,6,jun,82,2,-1,0,unknown,no
35,management,single,tertiary,no,714,yes,no,cellular,26,aug,135,22,-1,0,unknown,no
41,management,single,tertiary,no,195,no,no,unknown,6,jun,341,2,-1,0,unknown,no
28,unemployed,single,secondary,no,1055,no,no,cellular,28,jan,196,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,39,yes,no,cellular,15,may,123,5,-1,0,unknown,no
39,blue-collar,single,secondary,no,357,no,yes,cellular,5,feb,250,3,-1,0,unknown,no
41,management,single,tertiary,no,4477,no,no,cellular,4,aug,357,2,-1,0,unknown,no
50,management,single,tertiary,no,490,no,no,cellular,14,aug,273,5,-1,0,unknown,no
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,unknown,yes
42,management,single,tertiary,no,422,yes,no,unknown,23,may,25,2,-1,0,unknown,no
33,services,single,secondary,no,0,yes,no,unknown,16,may,212,1,-1,0,unknown,no
32,blue-collar,single,primary,no,121,yes,no,cellular,20,nov,758,1,-1,0,unknown,yes
45,blue-collar,single,primary,no,999,no,no,cellular,29,jan,182,2,-1,0,unknown,no
27,admin.,single,tertiary,no,1996,yes,no,unknown,23,may,187,1,-1,0,unknown,no
36,admin.,single,secondary,no,13698,no,no,unknown,9,jun,136,1,-1,0,unknown,no
38,student,single,unknown,no,64,no,no,cellular,6,aug,789,1,-1,0,unknown,no
25,technician,single,secondary,no,35,yes,no,cellular,30,jul,96,29,-1,0,unknown,no
41,technician,single,secondary,no,214,no,no,cellular,11,aug,228,2,-1,0,unknown,no
20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,0,unknown,yes
34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,no
35,management,single,tertiary,no,14,no,no,cellular,7,jul,167,2,-1,0,unknown,no
55,technician,single,tertiary,no,-528,no,no,cellular,28,jul,246,2,-1,0,unknown,no
30,entrepreneur,single,tertiary,no,734,yes,no,unknown,5,jun,113,3,-1,0,unknown,no
28,services,single,secondary,no,0,no,no,cellular,28,jan,452,1,-1,0,unknown,no
33,services,single,secondary,no,148,yes,no,cellular,17,apr,271,1,150,1,failure,no
38,management,single,secondary,no,53,no,no,unknown,9,jun,280,1,-1,0,unknown,no
44,admin.,single,secondary,no,10386,yes,no,cellular,20,nov,95,1,-1,0,unknown,no
36,services,single,secondary,no,616,yes,yes,unknown,12,may,156,3,-1,0,unknown,no
28,admin.,single,secondary,no,1507,no,no,cellular,7,jul,92,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,330,yes,no,cellular,18,may,156,1,348,1,failure,no
58,retired,single,tertiary,no,1411,yes,no,cellular,13,may,425,2,-1,0,unknown,no
40,management,single,tertiary,no,867,yes,yes,unknown,12,may,145,4,-1,0,unknown,no
28,technician,single,tertiary,no,-31,yes,no,unknown,19,may,257,1,-1,0,unknown,no
36,technician,single,secondary,no,0,no,no,cellular,8,jul,121,1,-1,0,unknown,no
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes
23,admin.,single,secondary,no,40,no,no,telephone,10,nov,1239,1,-1,0,unknown,no
34,services,single,secondary,no,8132,yes,no,unknown,20,may,137,1,-1,0,unknown,no
46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes
31,blue-collar,single,primary,no,-147,no,yes,cellular,9,jul,263,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,62,yes,no,cellular,14,may,105,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,82,yes,no,unknown,9,may,654,1,-1,0,unknown,yes
28,management,single,tertiary,no,1335,no,yes,unknown,4,nov,15,1,-1,0,unknown,no
28,management,single,tertiary,no,3611,no,no,cellular,26,feb,141,2,-1,0,unknown,yes
28,admin.,single,secondary,no,2,no,no,cellular,15,jun,60,1,-1,0,unknown,no
22,student,single,secondary,no,4132,no,no,telephone,3,jun,34,2,-1,0,unknown,no
22,services,single,unknown,no,739,no,no,unknown,20,aug,4,1,-1,0,unknown,no
27,technician,single,tertiary,no,434,yes,no,unknown,13,jan,127,1,-1,0,unknown,no
35,self-employed,single,tertiary,no,577,yes,no,cellular,21,jul,90,1,-1,0,unknown,no
23,student,single,secondary,no,157,yes,no,unknown,6,may,54,1,-1,0,unknown,no
44,blue-collar,single,unknown,no,0,yes,no,unknown,23,may,354,4,-1,0,unknown,no
32,admin.,single,secondary,no,641,yes,no,cellular,12,may,148,1,-1,0,unknown,no
31,self-employed,single,tertiary,no,1734,no,no,cellular,22,apr,116,4,-1,0,unknown,no
29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
31,technician,single,secondary,no,845,yes,no,cellular,22,oct,168,2,-1,0,unknown,no
45,services,single,secondary,no,184,yes,yes,unknown,4,jul,89,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,5214,yes,no,unknown,28,may,94,1,-1,0,unknown,no
39,blue-collar,single,tertiary,no,172,yes,no,cellular,9,feb,125,2,183,2,failure,yes
36,technician,single,secondary,no,9068,yes,no,unknown,23,may,98,1,-1,0,unknown,no
39,unemployed,single,secondary,no,-114,yes,no,cellular,3,feb,372,1,-1,0,unknown,yes
30,management,single,tertiary,no,3773,yes,no,cellular,9,feb,75,4,258,1,failure,no
26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,yes
27,management,single,secondary,no,0,yes,no,cellular,5,may,239,1,-1,0,unknown,no
30,technician,single,tertiary,no,1323,yes,no,cellular,15,may,223,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1137,no,no,cellular,13,may,316,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,183,yes,no,cellular,14,may,258,1,300,1,success,no
33,technician,single,secondary,no,3264,no,no,cellular,14,aug,423,4,-1,0,unknown,no
37,technician,single,tertiary,no,1661,no,no,cellular,19,aug,199,5,-1,0,unknown,no
28,blue-collar,single,primary,no,1518,yes,no,cellular,15,may,204,3,359,3,failure,no
34,blue-collar,single,primary,no,-175,yes,no,unknown,26,may,40,1,-1,0,unknown,no
35,management,single,tertiary,no,62,yes,no,cellular,20,apr,213,3,-1,0,unknown,yes
47,blue-collar,single,primary,no,159,yes,no,cellular,18,may,7,6,357,13,other,no
25,admin.,single,secondary,no,122,yes,no,cellular,7,may,481,2,-1,0,unknown,yes
30,technician,single,tertiary,no,2325,no,no,cellular,10,nov,134,1,92,8,success,no
28,management,single,tertiary,no,320,yes,no,cellular,30,apr,239,1,-1,0,unknown,no
40,blue-collar,single,secondary,no,879,yes,yes,unknown,8,may,248,3,-1,0,unknown,no
29,services,single,secondary,no,2,yes,no,cellular,6,may,403,4,-1,0,unknown,no
38,self-employed,single,secondary,no,4056,no,no,unknown,11,jun,69,2,-1,0,unknown,no
33,services,single,secondary,no,245,yes,no,unknown,2,jun,140,3,-1,0,unknown,no
31,student,single,tertiary,no,4951,no,no,cellular,17,sep,285,3,81,3,failure,yes
33,entrepreneur,single,tertiary,no,327,yes,yes,unknown,6,jun,562,2,-1,0,unknown,no
29,management,single,tertiary,no,308,no,no,cellular,4,aug,313,1,-1,0,unknown,no
34,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,no
